CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,VIN,VINLENGTH,VPICMAKE,VPICMODEL,VPICBODYCLASS,ICFINALBODY,MAKE,MODEL,MODELYR,BODYTYPE,BODYCAT,VEHCLASS,SPECUSE,TRANSTAT,DAMPLANE,DAMSEV,CURBWT,CURBSRC,CARGOWT,CARGOSRC,INSPTYPE,INSPLAG,TOWED,SPEEDLIMIT,DRPRESENT,PARALCOHOL,ALCTEST,ALCTESTRESULT,ALCTESTSRC,PARDRUG,DRUGTEST,ZIP,RACE,ETHNICITY,RELTOJUNCT,TRAFFLOW,RDLANES,INITLANE,SURFTYPE,SURFCOND,ALIGNMENT,PROFILE,LINERIGHT,LINELEFT,RUMBINIT,RUMBROAD,LIGHTCOND,WEATHER,TRAFDEV,TRAFFUNCT,DISTRACT,PREFHE,PREMOVE,CRITCAT,CRITEVENT,MANEUVER,PRESTAB,PRELOC,CRASHCAT,CRASHCONF,CRASHTYPE,ROLLTYPE,ROLLTURN,ROLLINTRPT,ROLLPREMAN,ROLLINITYP,ROLLINLOC,ROLLOBJ,ROLLTRIP,ROLLDIR,ROLLDIST,DVANGTHIS,DVANGOTH,TOWHITCH,TRAJDOC,TREEPOLE,DVEVENT,DVBASIS,DVTOTAL,DVLONG,DVLAT,DVENERGY,DVSPEED,DVMOMENT,DVBES,DVEST,DVCONF,VAIS,VISS,VINJSEV,VINJURED,VTREAT,INITOBJCLASS,HEADANGLECAT,SHLDRWIDTH,STRKLENGTH,STRKWIDTH,STRKHEIGHT,EDGEDISTX,EDGEDISTY,EDGEDISTZ,CASEWGT,PSUSTRAT,VERSION
32602,12,124,1-12-2023-124-06,6,1,1C4PJMCS8EW2,17,483,1945,7,0,2,404,2014,14,3,14,0,1,L,1,1862,5,0,1,1,6,2,56,1,0,0,995,0,0,0,73401,9,9,2,4,2,1,2,1,1,1,0,0,0,0,2,1,2,2,2,0,1,2,17,1,1,1,5,L,89,0,0,0,0,0,0,0,0,0,0,185,255,0,0,0,1,1,17,-6,16,33228,998,118,16,0,1,9,97,0,1,0,0,995,9.8,998,998,998,99.8,99.8,99.8,814.5266022,9,8
32602,12,124,1-12-2023-124-06,6,2,3GCPKTE74CG1,17,467,1850,60,0,20,481,2012,34,5,31,0,1,F,1,2397,5,0,1,1,5,2,89,1,0,0,995,0,0,0,73447,9,9,2,4,2,1,2,1,1,1,1,2,0,0,2,1,0,0,1,0,1,4,66,3,1,1,5,L,88,0,0,0,0,0,0,0,0,0,0,255,185,0,0,0,1,1,13,-10,-8,27433,998,-103,14,0,1,9,97,0,1,0,0,995,9.8,998,998,998,99.8,99.8,99.8,814.5266022,9,8
32603,12,125,1-12-2023-125-04,4,1,2GC4YME79R11,17,467,24906,60,0,20,880,2024,67,8,60,0,1,F,9,,,,,,,2,40,1,0,0,995,0,0,0,73401,9,9,1,1,3,3,1,2,1,1,2,0,0,0,2,1,0,0,9,0,11,2,15,99,1,1,4,K,82,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,95,,,9.8,998,998,998,99.8,99.8,99.8,910.115256,9,8
32603,12,125,1-12-2023-125-04,4,2,3TMAZ5CN5KM1,17,448,2223,60,0,49,472,2019,34,5,31,0,1,L,2,1775,5,0,1,1,2,2,89,1,0,0,995,0,0,0,73401,1,2,1,1,2,2,1,2,1,2,3,2,0,0,2,1,0,0,1,0,1,4,66,4,1,1,4,K,83,1,1,2,5,4,4,48,4,2,5,100,195,0,1,0,1,5,999,999,999,9999999,999,999,999,7,0,0,0,0,0,0,3,995,3.1,120,8,25,7.8,1.0,8.0,910.115256,9,8
32604,30,158,1-30-2023-158-02,2,1,19XFC2F89KE0,17,474,1863,13,0,37,31,2019,4,1,3,0,1,F,2,1312,5,0,2,4,41,2,105,1,0,1,0,2,0,2,85053,1,2,0,2,4,2,2,1,1,1,3,3,0,0,3,1,0,0,3,1,1,2,12,2,1,4,1,B,6,0,0,0,0,0,0,0,0,0,0,998,998,0,0,0,1,12,999,999,999,9999999,999,999,999,7,0,3,22,1,2,3,0,998,3.3,999,999,999,0.0,0.0,0.0,40.84128012,10,8
32605,30,159,1-30-2023-159-03,3,1,1C4HJXFN3LW1,17,483,1943,7,0,2,403,2020,14,3,14,0,1,F,1,1915,5,9999,9,0,998,5,105,1,0,0,995,0,0,0,85041,9,9,0,2,6,2,2,1,1,1,3,3,0,0,1,1,0,0,1,0,1,3,52,99,1,1,2,D,28,0,0,0,0,0,0,0,0,0,0,270,270,0,0,0,1,3,14,-14,-2,12770,998,-34,13,0,4,95,95,95,95,95,0,995,9.8,998,998,998,99.8,99.8,99.8,181.8355295,10,8
32605,30,159,1-30-2023-159-03,3,2,2C3CCAAG4LH1,17,477,1878,13,0,6,51,2020,4,1,5,0,1,F,2,1797,5,0,1,1,16,2,105,1,0,0,995,0,0,0,85296,9,9,0,2,6,2,2,1,1,1,3,3,0,0,1,1,0,0,1,0,2,3,53,1,1,1,2,D,29,0,0,0,0,0,0,0,0,0,0,270,270,0,0,0,2,98,999,999,999,9999999,999,999,999,7,0,9,97,0,1,99,0,995,9.8,998,998,998,99.8,99.8,99.8,181.8355295,10,8
32605,30,159,1-30-2023-159-03,3,3,2FMPK4K9XFBC,17,460,1797,7,0,12,24,2015,6,1,4,0,1,B,9,1841,5,9999,9,0,998,5,105,1,0,0,995,0,0,0,85226,9,9,0,2,6,2,2,1,1,1,3,3,0,0,1,1,0,0,1,0,5,3,53,1,1,1,6,M,98,0,0,0,0,0,0,0,0,0,0,270,270,0,0,0,2,0,999,999,999,9999999,999,999,999,9,0,95,95,95,95,95,0,995,9.8,998,998,998,99.8,99.8,99.8,181.8355295,10,8
32605,30,159,1-30-2023-159-03,3,4,1C4RJFDJ4EC3,17,483,1949,7,0,2,422,2014,15,3,15,0,1,B,9,2336,5,9999,9,0,998,5,105,1,0,0,995,0,0,0,85042,9,9,0,2,6,2,2,1,1,1,3,3,0,0,1,1,0,0,1,0,5,3,53,1,1,1,6,M,98,0,0,0,0,0,0,0,0,0,0,270,270,0,0,0,3,0,999,999,999,9999999,999,999,999,9,0,95,95,95,95,95,0,995,9.8,998,998,998,99.8,99.8,99.8,181.8355295,10,8
32606,30,160,1-30-2023-160-06,6,1,999999999999,99,99999,99999,60,0,99,499,9999,39,5,39,0,1,F,9,9999,9,9999,9,0,998,5,105,1,8,0,995,0,7,0,99999,9,9,1,2,6,2,2,1,1,1,3,3,0,0,1,8,0,0,9,1,1,3,51,99,1,9,2,D,24,0,0,0,0,0,0,0,0,0,0,80,90,0,0,0,1,0,999,999,999,9999999,999,999,999,9,0,95,95,95,95,95,0,995,9.8,998,998,998,99.8,99.8,99.8,395.5792131,10,8
32606,30,160,1-30-2023-160-06,6,2,3N1CE2CP5FL4,17,478,1898,5,0,35,50,2015,5,1,2,0,1,B,1,1096,5,0,1,1,17,2,105,1,0,0,995,0,0,0,85009,9,9,1,1,6,2,2,1,1,1,3,3,0,0,1,8,0,0,1,0,1,3,53,11,1,1,2,D,25,0,0,0,0,0,0,0,0,0,0,90,80,0,0,0,1,5,999,999,999,9999999,999,999,10,2,0,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,395.5792131,10,8
32607,30,161,1-30-2023-161-03,3,1,3C4PDCBG1FT6,17,476,1939,7,0,7,27,2015,6,1,4,0,1,F,1,1834,5,9999,9,0,998,2,105,1,0,0,995,0,0,0,85024,1,1,0,2,5,3,2,1,1,1,3,3,0,0,3,1,0,0,1,0,1,3,50,4,1,1,2,D,20,0,0,0,0,0,0,0,0,0,0,155,160,0,0,0,1,3,12,-12,0,9828,998,0,12,0,4,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,181.8355295,10,8
32607,30,161,1-30-2023-161-03,3,2,5XXG14J27NG1,17,499,27527,13,0,63,398,2022,4,1,4,0,1,B,1,1506,5,0,1,1,21,2,105,1,0,0,995,0,0,0,85339,9,9,0,2,5,3,2,1,1,1,3,3,0,0,3,1,0,0,1,0,5,3,53,1,1,1,2,D,21,0,0,0,0,0,0,0,0,0,0,160,155,0,0,0,1,3,15,15,0,13739,998,2,15,0,4,0,0,0,0,5,0,995,9.8,998,998,998,99.8,99.8,99.8,181.8355295,10,8
32609,20,124,1-20-2023-124-01,1,1,5TBBT48183S3,17,448,2467,60,0,49,482,2003,34,5,31,0,1,F,3,2060,5,136,1,1,61,2,48,1,9,1,0,2,0,1,93940,1,9,0,4,2,1,2,1,3,4,0,0,0,0,1,1,0,0,9,1,14,2,13,99,1,4,1,A,1,0,0,0,0,0,0,0,0,0,0,998,998,0,0,1,1,1,41,-41,0,151536,998,-34,41,0,3,3,14,1,1,1,0,998,0.0,999,999,999,13.4,0.0,13.4,26.85110982,11,8
32612,20,123,1-20-2023-123-09,9,1,2D4RN5D19AR3,17,476,14832,2,0,7,442,2010,20,4,20,0,1,T,3,2038,5,9999,9,4,44,2,56,1,1,8,997,8,0,0,95010,1,9,0,4,2,1,2,1,3,4,1,2,0,0,2,1,0,0,9,1,14,2,13,99,1,4,1,A,1,1,4,2,6,1,4,61,1,1,17,997,997,0,0,0,2,6,999,999,999,9999999,999,999,999,8,0,1,1,0,1,8,3,997,0.2,25,25,999,21.4,4.4,22.6,172.6870779,11,8
32613,10,167,1-10-2023-167-09,9,1,1FTZR45E99PA,17,460,1803,60,0,12,471,2009,34,5,30,0,1,T,1,1625,5,0,1,1,9,2,999,1,0,1,0,2,0,0,45410,1,9,1,3,1,1,1,1,2,9,1,2,0,0,1,1,0,0,1,1,14,1,6,99,9,4,1,A,2,1,4,2,2,1,4,61,1,2,13,997,997,0,0,0,2,6,999,999,999,9999999,999,999,999,6,0,2,5,0,1,4,3,997,2.6,999,999,999,3.4,2.0,3.9,888.2352944,4,8
32614,10,168,1-10-2023-168-04,4,1,5NPD74LF6KH4,17,498,2735,13,0,55,35,2019,4,1,3,0,1,F,2,1280,5,0,1,1,52,2,999,1,0,0,995,0,0,0,45401,9,9,2,4,2,1,2,1,1,1,0,0,0,0,1,1,2,1,1,0,1,2,17,99,1,1,5,L,86,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,1,3,38,-37,7,46913,998,33,28,0,4,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,523.9221855,4,8
32614,10,168,1-10-2023-168-04,4,2,2G4GK5EXXG91,17,468,1822,13,0,18,19,2016,4,1,3,0,1,R,2,1675,5,9999,9,4,43,2,999,1,0,0,995,0,0,0,45401,2,9,2,4,2,1,2,1,1,1,0,0,0,0,1,1,0,0,1,0,1,4,66,99,1,1,5,L,87,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,1,3,31,-5,-31,108836,998,38,39,0,4,1,1,0,1,4,0,995,9.8,998,998,998,99.8,99.8,99.8,523.9221855,4,8
32615,11,95,1-11-2023-095-03,3,1,3FMCR9B68PRD,17,460,27411,7,0,12,498,2023,19,3,19,0,1,F,1,1568,5,0,1,1,52,2,97,1,0,0,995,0,0,0,23856,1,2,0,2,3,2,2,1,2,9,3,3,0,3,2,1,0,0,1,0,14,3,51,4,1,1,2,D,24,0,0,0,0,0,0,0,0,0,0,180,180,0,0,0,1,1,23,-23,0,27047,998,0,20,0,4,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,787.8338087,8,8
32615,11,95,1-11-2023-095-03,3,2,3VWC57BU1KM0,17,482,3137,13,0,30,40,2019,4,1,3,0,1,B,2,1350,5,0,1,1,45,2,97,1,0,1,0,2,0,2,29568,1,2,0,2,3,2,2,1,2,9,3,3,0,3,2,1,0,0,1,0,14,3,53,1,1,1,2,D,25,0,0,0,0,0,0,0,0,0,0,180,180,0,0,0,1,1,25,25,0,43090,998,0,27,0,4,1,1,0,1,4,0,995,9.8,998,998,998,99.8,99.8,99.8,787.8338087,8,8
32616,11,96,1-11-2023-096-07,7,1,1HGCP36879A0,17,474,1861,13,0,37,32,2009,4,1,3,0,1,F,9,1523,5,9999,9,0,998,2,72,1,0,0,995,0,0,0,23112,9,9,2,1,6,4,2,1,1,9,1,1,0,0,1,1,1,2,3,0,1,2,17,99,1,1,4,K,83,0,0,0,0,0,0,0,0,0,0,70,310,0,0,0,1,0,999,999,999,9999999,999,999,999,9,0,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,9608.33984,8,8
32616,11,96,1-11-2023-096-07,7,2,WDDSJ4GB5FN2,17,449,2083,13,0,42,54,2015,4,1,3,0,1,L,1,1540,5,0,1,4,52,2,72,1,0,0,995,0,0,0,23112,9,9,2,4,3,2,2,1,1,9,1,2,0,0,1,1,1,2,1,0,11,4,62,99,1,1,4,K,82,0,0,0,0,0,0,0,0,0,0,310,70,0,0,0,1,12,999,999,999,9999999,999,999,999,6,0,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,9608.33984,8,8
32617,11,97,1-11-2023-097-03,3,1,5UXCR6C01LLL,17,452,1717,7,0,34,421,2020,15,3,15,0,1,T,1,2258,5,0,1,1,15,2,72,1,0,0,995,0,0,0,23113,9,9,2,5,4,2,2,2,1,1,3,1,0,0,2,2,0,0,1,1,1,1,6,98,2,4,1,A,2,1,3,1,6,1,4,61,1,2,10,997,997,0,0,0,2,6,999,999,999,9999999,999,999,999,6,0,0,0,0,0,0,3,997,0.1,999,999,999,19.5,13.2,23.8,787.8338087,8,8
32618,24,117,1-24-2023-117-03,3,1,2C3CDXKG4MH6,17,476,1895,13,0,7,24,2021,4,1,5,5,1,R,1,1886,5,0,1,1,12,2,40,1,0,0,995,0,0,0,08401,9,1,2,4,4,2,2,1,1,1,3,2,0,0,3,1,1,2,1,0,1,2,17,1,1,1,5,L,87,0,0,0,0,0,0,0,0,0,0,50,310,0,0,0,1,1,17,-6,-16,11239,998,174,8,0,1,1,1,0,1,4,0,995,9.8,998,998,998,99.8,99.8,99.8,279.5485337,1,8
32618,24,117,1-24-2023-117-03,3,2,WBXJG9C09M5T,17,452,2300,7,0,34,403,2021,14,3,14,0,1,F,1,1660,5,0,1,1,11,2,40,1,0,0,995,0,0,0,08205,3,2,2,3,2,2,2,1,1,1,1,2,0,0,3,1,1,2,1,0,1,4,66,2,1,1,5,L,86,0,0,0,0,0,0,0,0,0,0,310,50,0,0,0,1,1,18,-18,3,61427,998,33,29,0,1,99,99,0,0,99,0,995,9.8,998,998,998,99.8,99.8,99.8,279.5485337,1,8
32618,24,117,1-24-2023-117-03,3,3,KMHD74LF5HU0,17,498,2735,13,0,55,35,2017,4,1,3,0,1,L,1,1275,5,0,1,4,11,2,40,1,0,0,995,0,0,0,08401,2,1,2,4,4,2,2,1,1,1,3,2,0,0,3,1,1,2,1,0,5,4,62,1,1,1,6,M,98,0,0,0,0,0,0,0,0,0,0,235,115,0,0,0,2,12,999,999,999,9999999,999,999,999,6,0,1,1,0,1,4,0,995,9.8,998,998,998,99.8,99.8,99.8,279.5485337,1,8
32619,24,118,1-24-2023-118-10,10,1,1G1PC5SH2C73,17,467,1832,13,0,20,25,2012,4,1,3,0,1,F,2,1407,5,0,1,1,18,2,64,1,0,0,995,0,0,0,08225,9,9,2,4,5,2,2,1,1,1,3,1,0,0,1,1,1,2,3,0,1,2,17,2,1,1,4,J,69,0,0,0,0,0,0,0,0,0,0,320,120,0,0,0,1,5,999,999,999,9999999,999,999,999,7,0,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,9770.456623,1,8
32619,24,118,1-24-2023-118-10,10,2,3AKBHTDV9KSK,17,450,2501,66,0,82,881,2019,66,8,68,0,1,F,9,,,,,,,2,64,1,0,0,995,0,0,0,08003,9,9,2,4,6,4,2,1,1,1,1,2,0,0,1,1,1,2,9,0,11,4,63,99,9,1,4,J,68,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,95,,,9.8,998,998,998,99.8,99.8,99.8,9770.456623,1,8
32620,24,119,1-24-2023-119-03,3,1,JTHGZ1E23M50,17,515,2184,13,0,59,35,2021,4,1,4,0,1,F,3,1745,5,0,1,1,47,2,72,1,1,1,180,1,0,9,08330,9,9,0,4,2,1,2,1,1,1,1,4,0,0,2,1,0,0,9,1,1,2,12,1,1,4,1,B,6,0,0,0,0,0,0,0,0,0,0,998,998,0,0,1,2,1,46,-46,0,150378,998,0,46,0,4,9,97,0,1,0,0,998,0.6,23,38,79,12.0,3.0,12.4,279.5485337,1,8
32621,14,93,1-14-2023-093-02,2,1,2T3W1RFV7MC1,17,448,2217,7,0,49,402,2021,14,3,14,0,1,F,3,1583,5,0,1,5,30,2,72,1,1,1,290,2,7,1,78749,1,1,0,5,3,1,2,1,3,4,1,2,0,0,3,1,0,0,9,1,14,2,13,98,2,4,1,A,1,0,0,0,0,0,0,0,0,0,0,998,998,0,1,1,1,12,999,999,999,9999999,999,999,999,8,0,1,1,0,1,4,0,998,0.8,120,120,90,99.0,12.5,99.0,164.4463854,8,8
32622,14,94,1-14-2023-094-06,6,1,2GKFLRE31E63,17,472,1858,7,0,23,402,2014,14,3,14,0,1,R,1,1748,5,0,1,1,40,2,72,1,8,0,995,0,7,0,78124,9,1,2,2,4,4,2,1,1,9,1,2,0,0,3,1,1,2,9,0,11,2,15,2,1,1,4,J,68,0,0,0,0,0,0,0,0,0,0,255,135,0,0,0,1,3,24,-12,-21,55421,998,62,26,0,4,99,99,0,0,8,0,995,9.8,998,998,998,99.8,99.8,99.8,4442.214643,8,8
32622,14,94,1-14-2023-094-06,6,2,1C4BJWDG8CL1,17,483,1943,7,0,2,403,2012,14,3,14,0,1,F,1,1940,5,9999,9,0,998,2,72,1,8,0,995,0,7,0,78154,9,1,2,4,6,2,2,1,1,9,1,3,0,0,3,1,1,2,9,0,1,4,62,99,1,1,4,J,69,0,0,0,0,0,0,0,0,0,0,135,255,0,0,0,1,3,21,-21,0,30067,998,0,19,0,4,1,1,0,1,5,0,995,9.8,998,998,998,99.8,99.8,99.8,4442.214643,8,8
32623,25,114,1-25-2023-114-09,9,1,JM1BL1V89C16,17,473,2074,13,0,41,51,2012,4,1,2,0,1,F,1,1304,5,0,1,1,36,2,56,1,0,0,995,0,0,0,04062,9,9,0,5,3,1,2,1,1,1,1,1,0,0,1,8,0,0,9,0,1,3,50,2,1,1,2,D,20,0,0,0,0,0,0,0,0,0,0,130,130,0,0,0,1,12,999,999,999,9999999,999,999,999,6,0,99,99,0,0,5,0,995,9.8,998,998,998,99.8,99.8,99.8,772.7553988,2,8
32623,25,114,1-25-2023-114-09,9,2,2FMHK6DT1DBD,17,460,1802,7,0,12,25,2013,6,1,5,0,1,B,9,2195,5,9999,9,0,998,5,56,1,0,0,995,0,0,0,22203,9,9,0,5,3,1,2,1,1,1,1,1,0,0,1,8,0,0,1,0,5,3,53,1,1,1,2,D,21,0,0,0,0,0,0,0,0,0,0,130,130,0,0,0,1,0,999,999,999,9999999,999,999,999,9,0,95,95,95,95,95,0,995,9.8,998,998,998,99.8,99.8,99.8,772.7553988,2,8
32625,25,116,1-25-2023-116-08,8,1,2D8HN44H08R7,17,476,1942,2,0,7,442,2008,20,4,20,0,1,F,2,1960,5,68,1,1,8,2,64,1,0,1,0,2,1,2,04055,9,9,0,4,3,1,2,1,1,1,1,2,0,0,3,1,0,0,1,1,1,2,13,7,2,4,1,A,1,0,0,0,0,0,0,0,0,0,0,998,998,0,0,1,6,1,32,-32,0,94790,998,22,32,0,1,3,10,1,5,3,0,998,2.8,999,999,999,99.9,99.9,99.9,99.36165861,2,8
32626,31,112,1-31-2023-112-04,4,1,4T1G11AK6NU7,17,448,2469,13,0,49,40,2022,4,1,4,0,1,F,1,1520,5,9999,9,1,24,2,89,1,8,0,995,0,7,0,47712,9,9,0,4,2,1,2,1,1,1,1,2,0,0,2,1,0,0,9,0,1,6,87,99,1,1,1,C,13,0,0,0,0,0,0,0,0,0,0,998,998,0,0,0,1,8,999,999,999,9999999,999,999,999,6,0,0,0,0,0,0,0,998,9.8,998,998,998,99.8,99.8,99.8,194.3365105,6,8
32627,31,113,1-31-2023-113-09,9,1,1GCRKSE79CZ2,17,467,1850,60,0,20,481,2012,34,5,31,0,1,F,1,2408,5,9999,9,5,36,2,89,1,1,1,312,2,0,0,62984,9,9,0,4,2,1,2,1,1,1,1,4,0,0,2,1,0,0,9,1,1,2,13,99,2,4,1,A,1,0,0,0,0,0,0,0,0,0,0,998,998,0,0,0,1,12,999,999,999,9999999,999,999,999,6,0,0,0,0,0,4,0,998,1.4,107,120,999,51.9,19.7,55.3,316.1560291,6,8
32629,31,115,1-31-2023-115-06,6,1,3VWD17AJ2EM2,17,482,3137,13,0,30,40,2014,4,1,3,0,1,F,1,1393,5,9999,9,1,2,2,89,1,0,0,995,0,0,0,99999,9,9,0,4,2,1,2,1,1,1,0,0,0,0,5,1,0,0,9,1,1,2,13,99,1,4,1,A,1,0,0,0,0,0,0,0,0,0,0,998,998,0,0,1,3,1,23,-23,0,31865,998,42,23,0,4,9,97,0,1,99,0,998,0.0,8,8,98,15.0,2.6,15.2,247.8107959,6,8
32631,76,125,1-76-2023-125-07,7,1,5NPD74LF4JH2,17,498,2735,13,0,55,35,2018,4,1,3,0,1,B,1,1275,5,0,2,4,79,2,64,1,8,9,998,8,7,9,12413,9,1,0,4,2,1,2,2,3,1,1,2,0,0,2,8,0,0,3,1,14,2,13,8,1,4,1,A,1,0,0,0,0,0,0,0,0,0,0,998,998,0,1,1,2,12,999,999,999,9999999,999,999,999,6,0,0,0,0,0,0,0,998,0.4,120,68,-67,20.5,0.9,20.5,82.10395442,3,8
32634,16,133,1-16-2023-133-07,7,1,4S3BNBN60F30,17,523,2232,13,0,48,34,2015,4,1,3,0,1,F,1,1543,5,0,1,1,38,2,56,1,0,0,995,0,0,0,45211,9,9,2,4,6,3,2,1,1,1,1,1,0,0,1,1,1,2,1,0,11,2,15,3,1,1,4,K,76,0,0,0,0,0,0,0,0,0,0,210,170,0,0,0,1,1,19,-18,-7,43083,998,-27,26,0,1,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,2772.64494,5,8
32634,16,133,1-16-2023-133-07,7,2,1FMCU0DG9BKB,17,460,1798,7,0,12,402,2011,14,3,14,0,1,L,1,1540,5,0,1,1,24,2,56,1,0,0,995,0,0,0,45224,9,9,2,1,3,3,2,1,1,1,3,0,0,0,1,1,1,2,1,0,1,2,17,4,1,1,4,K,77,0,0,0,0,0,0,0,0,0,0,170,210,0,0,0,1,1,19,10,16,8464,998,-63,10,0,1,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,2772.64494,5,8
32635,16,134,1-16-2023-134-03,3,1,KL4MMBS20MB1,17,468,26604,7,0,18,404,2021,14,3,14,0,1,F,2,1372,5,0,1,1,6,2,89,1,8,0,995,0,7,0,45233,1,2,0,2,4,3,2,1,1,1,3,3,0,3,1,1,0,0,1,0,1,3,52,2,1,1,2,D,28,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,1,1,33,-33,0,20079,998,-21,19,0,1,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,262.9154627,5,8
32635,16,134,1-16-2023-134-03,3,2,5TDZK3DC1ES4,17,448,2468,2,0,49,442,2014,20,4,20,0,1,B,1,1985,5,0,1,1,6,2,89,1,0,0,995,0,7,0,45014,7,1,0,2,4,3,2,1,1,1,3,3,0,3,1,1,0,0,1,0,1,2,18,1,1,1,2,D,29,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,1,1,22,22,0,81664,998,9,31,0,1,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,262.9154627,5,8
32635,16,134,1-16-2023-134-03,3,3,19XFC1F37GE0,17,474,1863,13,0,37,31,2016,4,1,3,0,1,F,9,1324,5,9999,9,0,998,5,89,1,8,0,995,0,7,0,45202,9,9,0,2,4,3,2,1,1,1,3,3,0,3,1,1,0,0,1,0,1,3,52,2,1,1,6,M,98,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,2,0,999,999,999,9999999,999,999,999,9,0,95,95,95,95,95,0,995,9.8,998,998,998,99.8,99.8,99.8,262.9154627,5,8
32635,16,134,1-16-2023-134-03,3,4,1FADP3K28HL2,17,460,1779,5,0,12,37,2017,5,1,3,0,1,9,9,1327,5,9999,9,0,998,5,89,1,8,0,995,0,7,0,45014,9,9,0,2,4,3,2,1,1,1,3,4,0,3,1,1,0,0,1,1,1,3,52,3,1,2,6,M,98,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,99,0,999,999,999,9999999,999,999,999,9,0,95,95,95,95,95,0,995,9.8,998,998,998,99.8,99.8,99.8,262.9154627,5,8
32635,16,134,1-16-2023-134-03,3,5,5NPDH4AE3CH1,17,498,2735,13,0,55,35,2012,4,1,3,0,1,9,9,1265,5,9999,9,0,998,5,89,1,8,0,995,0,7,0,45238,9,9,0,2,4,4,2,1,1,1,3,2,1,3,1,1,0,0,1,0,1,4,61,99,1,1,6,M,98,0,0,0,0,0,0,0,0,0,0,80,65,0,0,0,4,0,999,999,999,9999999,999,999,999,9,0,95,95,95,95,95,0,995,9.8,998,998,998,99.8,99.8,99.8,262.9154627,5,8
32636,32,192,1-32-2023-192-04,4,1,WAUGMAF47KN0,17,582,3146,13,0,32,43,2019,4,1,4,0,1,F,2,1565,5,0,1,1,10,2,64,1,0,0,995,0,0,0,75070,3,9,2,1,4,4,1,2,1,1,1,2,0,0,3,2,1,2,9,0,11,2,15,4,1,1,4,J,68,0,0,0,0,0,0,0,0,0,0,110,350,0,0,0,1,3,32,-27,-16,57521,998,-129,22,0,4,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,2919.299587,7,8
32636,32,192,1-32-2023-192-04,4,2,1N4BL4DV1PN4,17,478,1904,13,0,35,47,2023,4,1,4,0,1,L,2,1558,5,9999,9,0,998,2,64,1,0,0,995,0,0,0,75019,9,1,2,1,3,1,1,2,1,9,1,3,0,0,3,2,1,2,9,0,1,4,62,99,1,1,4,J,69,0,0,0,0,0,0,0,0,0,0,350,110,0,0,0,1,3,31,-26,15,142852,998,-96,39,0,4,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,2919.299587,7,8
32637,32,193,1-32-2023-193-10,10,1,5LMJJ2H58DEL,17,464,1814,7,0,13,421,2013,15,3,15,0,1,T,1,2833,5,0,1,1,47,2,113,1,0,8,997,8,0,0,76040,9,1,1,1,1,1,1,2,2,5,1,2,0,0,3,2,0,0,9,1,14,2,13,7,1,4,1,A,1,1,5,2,2,4,4,48,4,1,20,997,997,0,0,0,2,6,999,999,999,9999999,999,999,999,6,0,0,0,0,0,0,3,997,2.4,999,999,999,14.4,8.2,16.7,21818.47307,7,8
32638,32,194,1-32-2023-194-01,1,1,3N1CN7AP7DL8,17,478,1894,13,0,35,50,2013,4,1,2,0,1,T,2,1079,5,0,1,1,31,2,113,1,0,1,144,3,0,1,75243,2,9,0,2,4,3,1,1,1,2,3,3,0,2,3,1,0,0,9,0,1,3,51,99,1,1,2,D,24,1,4,2,2,1,4,61,1,2,999,997,997,0,0,0,2,6,999,999,999,9999999,999,999,999,7,0,5,26,1,2,1,3,997,9.8,998,998,998,99.8,99.8,99.8,96.90649359,7,8
32638,32,194,1-32-2023-194-01,1,2,1GAZGPFG1H12,17,467,1848,9,0,20,461,2017,21,4,21,0,1,B,1,2906,5,9999,9,0,998,5,113,1,0,0,995,0,0,0,75115,9,9,0,2,4,3,1,1,1,2,3,3,0,0,3,1,0,0,9,0,1,3,53,1,1,1,2,D,25,0,0,0,0,0,0,0,0,0,0,260,260,0,0,0,1,3,18,18,0,55370,998,0,22,0,4,95,95,95,95,95,0,995,9.8,998,998,998,99.8,99.8,99.8,96.90649359,7,8
