CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,LFOH,LFBC,WBLEFT,LRBC,LROH,RFOH,RFBC,WBRIGHT,RRBC,RROH,FRNTBUMP,REARBUMP,FRNTTRACK,REARTRACK,FRNTHOOD,FRNTWIND,FRNTPILL,BACKTRUNK,BACKLIGHT,BACKBPILL,SIDEDOOR,SIDEGLAZ,SIDEROOF,VERTROOF,VERTGLAZ,VERTDOOR,BACKPICKUP,CASEWGT,PSUSTRAT,VERSION
7841,21,52,1-21-2017-052-06,6,1,,,,,,,,,,,40,28,,,,,,887,887,887,8,27,133,,,,,193.070745738224,11,2
7854,18,45,1-18-2017-045-07,7,1,,,,,,,,,,,45,,,,130,,,,,,,,,,,,887,252.546130300441,6,2
7856,30,73,1-30-2017-073-03,3,2,,,,,,,,,,,,,,,120,,,58,,,,,,,,,887,435.405052074813,10,2
7855,18,46,1-18-2017-046-07,7,1,,,,,,,,,,,42,,,,138,,,,,,,,,9,39,76,887,252.546130300441,6,2
7853,33,82,1-33-2017-082-06,6,1,,,200,,,,,,,,40,,,,81,,,,,,10,20,130,,,,887,163.692510447484,12,2
7862,15,65,1-15-2017-065-02,2,1,,,280,,,,,,,,,,,,,,,,,,13,21,,,,,887,40.5308970956696,1,2
7816,32,96,1-32-2017-096-05,5,1,,,,,,,,,,,36,46,154,155,123,,,,,,,,,,,,887,137.037052697708,7,2
7864,30,75,1-30-2017-075-02,2,1,,,253,,,,,,,,40,,,,115,,,,,,12,25,109,7,33,79,887,38.2350551087835,10,2
7864,30,75,1-30-2017-075-02,2,2,,,,,,,,263,,,,,,,,,,,,,12,25,113,,,,887,38.2350551087835,10,2
7828,25,31,1-25-2017-031-06,6,2,,,,,,,,,,,55,,,,150,,,,,,,,,,,,887,1031.34155427176,2,2
7866,17,61,1-17-2017-061-04,4,1,,,,,,,,258,,,,,,,,,,,,,13,23,105,,,,887,666.198146929734,4,2
7866,17,61,1-17-2017-061-04,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,666.198146929734,4,2
7860,20,100,1-20-2017-100-03,3,2,,,,,,,,,,,33,,,,126,,,,,,,,,,,,887,97.2396709817288,11,2
7863,20,101,1-20-2017-101-06,6,1,,,,,,,,,,,30,,,,105,,,,,,,,,,,,887,188.596773801498,11,2
7863,20,101,1-20-2017-101-06,6,2,887,887,263,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,12,23,107,887,887,887,887,188.596773801498,11,2
7810,28,46,1-28-2017-046-01,1,1,,,248,,,,,296,,,50,,,,,,,,,,11,18,127,,,,887,128.059818917926,3,2
7868,12,46,1-12-2017-046-03,3,1,,,,,,,,,,,42,,,,115,,,,,,,,,,,,887,438.997239334729,9,2
7868,12,46,1-12-2017-046-03,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,438.997239334729,9,2
7867,20,102,1-20-2017-102-03,3,1,,,,,,,,,,,44,,,,121,,,887,887,887,,,,,,,252,97.2396709817288,11,2
7867,20,102,1-20-2017-102-03,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,97.2396709817288,11,2
7826,10,38,1-10-2017-038-07,7,1,,,,,,,,,,,25,,,,116,,,,,,,,,,,,887,319.930666475535,4,2
7869,23,86,1-23-2017-086-03,3,1,,,,,,,,,,,38,,,,122,,,,,,,,,,,,887,619.459940139626,5,2
7869,23,86,1-23-2017-086-03,3,2,,,,,,,,257,,,,,,,,,,,,,10,23,110,6,,,887,619.459940139626,5,2
7872,24,92,1-24-2017-092-10,10,1,,,,,,,,,,,41,42,,,112,,,,,,,,,,,,887,5907.93595895522,1,2
7872,24,92,1-24-2017-092-10,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,5907.93595895522,1,2
7873,24,93,1-24-2017-093-07,7,1,,,,,,,,,,,41,45,,,124,,,,,,,,,,,,887,1069.92178748759,1,2
7876,32,98,1-32-2017-098-07,7,1,,,,,,,,,,,37,37,,,119,,,,,,,,,,,,887,2914.99528309658,7,2
7876,32,98,1-32-2017-098-07,7,2,,,312,,,,,,,,40,45,,,,,,,,,12,18,,,,,887,2914.99528309658,7,2
7883,19,95,1-19-2017-095-02,2,1,,,,,,,,178,,,38,44,148,148,104,,,,,,15,22,,,,,887,134.564538478842,9,2
7879,16,63,1-16-2017-063-04,4,2,,,,,,,,,,,,60,,,,,,,44,,,,,,,,887,975.915502350418,5,2
7883,19,95,1-19-2017-095-02,2,2,,,284,,,,,,,,44,38,158,158,129,,,,,,13,23,114,,,,887,134.564538478842,9,2
7884,19,96,1-19-2017-096-02,2,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,121,887,887,887,887,887,887,887,887,887,887,887,887,193.462398169656,9,2
7891,16,64,1-16-2017-064-04,4,1,,,,,,,,,,,59,,,,117,59,,,,,11,14,112,,,,887,975.915502350418,5,2
7891,16,64,1-16-2017-064-04,4,2,,,,,,,,,,,40,,,,122,83,,,,,,,,,,,887,975.915502350418,5,2
7890,27,19,1-27-2017-019-04,4,1,,,,,,,,,,,,,,,,,,,,,9,18,,,,,887,428.905808542371,3,2
7890,27,19,1-27-2017-019-04,4,2,,,,,,,,,,,48,,,,158,,,,,,,,,,,,887,428.905808542371,3,2
7894,17,64,1-17-2017-064-07,7,1,,,,,,,,,,,40,40,,,109,,,,,,,,,,,,887,517.840409113973,4,2
7886,14,46,1-14-2017-046-02,2,1,,,270,,,,,,,,24,,,,,,,,,,10,16,,13,44,75,887,300.389675968169,8,2
7886,14,46,1-14-2017-046-02,2,2,,,,,,,,255,,,40,,,,100,,,,,,14,14,,,,,887,300.389675968169,8,2
7893,17,63,1-17-2017-063-07,7,2,,,274,,,,,,,,42,,,,113,,,,,,8,28,108,,,,887,517.840409113973,4,2
7902,18,47,1-18-2017-047-04,4,1,,,,,,,,,,,39,,,,124,,,,,,,,,,,,887,2602.8934050539,6,2
7900,22,95,1-22-2017-095-04,4,1,,,,,,,,,,,40,,,,120,,,,,,,,,,,,887,234.577677181081,12,2
7907,24,94,1-24-2017-094-04,4,2,,,,,,,,,,,34,38,,,109,,,,,,,,,,,,887,1263.56937231219,1,2
7901,22,96,1-22-2017-096-09,9,1,,,,,,,,,,,50,55,,,123,,,20,45,239,10,20,118,10,42,79,887,382.030675667747,12,2
7911,30,76,1-30-2017-076-10,10,1,,,,,,,,,,,,,,,,,,,,,10,20,102,10,47,70,887,20830.7351125155,10,2
7896,13,82,1-13-2017-082-05,5,2,,,,,,,,,,,,,,,129,,,,,,,,,,,,887,95.6535016443357,7,2
7903,33,83,1-33-2017-083-04,4,2,,,,,,,,,,,38,,,,129,,,,,,,,,,,,887,259.890592975373,12,2
7904,33,84,1-33-2017-084-03,3,2,,,287,,,,,,,,,,,,,,,,31,,12,14,,,,,887,91.2652190375962,12,2
7905,33,85,1-33-2017-085-03,3,1,,,,,,,,,,,35,,,,129,,,,,,,,,,,,887,91.2652190375962,12,2
7905,33,85,1-33-2017-085-03,3,2,,,,,,,,,,,20,,,,105,,,,,,,,,,,,887,91.2652190375962,12,2
7899,22,94,1-22-2017-094-09,9,1,,84,262,84,,,84,262,84,,31,,148,148,106,,,,39,,,,112,,39,83,887,382.030675676496,12,2
7899,22,94,1-22-2017-094-09,9,2,,92,359,103,,,92,359,103,,48,,159,162,133,,,887,887,887,,,136,,50,80,213,382.030675676496,12,2
7915,20,103,1-20-2017-103-01,1,1,,,,,,,,,,,40,,,,120,,,,,,,,,,,,887,88.908471839129,11,2
7913,20,104,1-20-2017-104-03,3,1,,,,,,,,,,,44,,,,118,,,887,887,887,,,,,,,230,378.28856838694,11,2
7913,20,104,1-20-2017-104-03,3,2,,,,,,,,,,,39,,,,109,,,,,,,,,,,,887,378.28856838694,11,2
7909,15,67,1-15-2017-067-02,2,1,,,,,,,,275,,,43,,,,125,,,,,,12,22,119,,,,887,24.2866475873863,1,2
7909,15,67,1-15-2017-067-02,2,2,,,,,,,,,,,60,,,,103,,,,,,,,,,,,887,24.2866475873863,1,2
7910,15,68,1-15-2017-068-03,3,2,,,,,,,,,,,56,,,,117,,,,,,,,,,,,887,311.619179971165,1,2
7889,25,32,1-25-2017-032-09,9,1,,,,,,,,,,,38,,,,94,,,,,,8,19,107,,,,887,5634.41491830275,2,2
7889,25,32,1-25-2017-032-09,9,2,,,,,,,,,,,,,,,109,,,,,,,,,,,,887,5634.41491830275,2,2
7889,25,32,1-25-2017-032-09,9,3,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,5634.41491830275,2,2
7888,10,39,1-10-2017-039-02,2,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,9,14,887,887,887,887,887,46.3428822044919,4,2
7917,32,100,1-32-2017-100-06,6,1,,,,,,,,,,,38,50,158,156,126,,,58,,,15,19,,,,,887,1559.46989103299,7,2
7920,32,101,1-32-2017-101-09,9,1,,,295,,,,,295,,,,,,,,,,,,,11,23,,,,,887,4628.57733316537,7,2
7920,32,101,1-32-2017-101-09,9,3,,,,,,,,,,,36,44,,,120,,,,,,,,,,,,887,4628.57733316537,7,2
7895,21,53,1-21-2017-053-03,3,2,,,270,,,,,,,,,,,,,,,,,,9,31,99,,,,887,345.739300358192,11,2
7929,24,96,1-24-2017-096-03,3,1,,,,,,,,,,,40,40,,,128,,,,,,,,,,,,887,286.298646550666,1,2
7929,24,96,1-24-2017-096-03,3,2,,,284,,,,,,,,20,38,,,,,,,,,11,17,107,,,,887,286.298646550666,1,2
7928,24,95,1-24-2017-095-06,6,2,,,,,,,,,,,43,45,,,,,,,,,,,,,,,887,555.277496718717,1,2
7935,32,104,1-32-2017-104-02,2,1,,,,,,,,267,,,32,32,,,,,,,,,10,20,,,,,887,51.1942379043826,7,2
7935,32,104,1-32-2017-104-02,2,2,,,268,,,,,,,,45,50,,,126,,,,,,10,15,,,,,887,51.1942379043826,7,2
7924,23,88,1-23-2017-088-03,3,1,,,,,,,,,,,42,45,,,,,,,,,6,18,,,,,887,144.219657872441,5,2
7933,32,102,1-32-2017-102-07,7,2,,,268,,,,,,,,36,46,153,155,129,,,,,,9,23,116,,,,887,2386.69130050243,7,2
7931,10,40,1-10-2017-040-06,6,1,,,,,,,,,,,30,,,,89,,,,,,,,,,,,887,1655.85275190167,4,2
7934,32,103,1-32-2017-103-06,6,2,,,,,,,,,,,46,50,156,153,121,,,,,,,,,,,,887,1276.83679075119,7,2
7925,23,89,1-23-2017-089-06,6,1,,,264,,,,,,,,,,,,,,,,,,8,16,,,,,887,279.714667058148,5,2
7937,27,20,1-27-2017-020-04,4,1,,,,,,,,,,,45,,,,118,,,,,,,,,,,,887,375.265432712776,3,2
7937,27,20,1-27-2017-020-04,4,2,,,,,,,,270,,,,,,,,,,,,,12,27,,,,,887,375.265432712776,3,2
7923,23,87,1-23-2017-087-07,7,2,,,,,,,,300,,,,,,,,,,,,,6,17,,,,,887,547.746582994833,5,2
7941,16,65,1-16-2017-065-02,2,1,,,,,,,,282,,,,,,,,,,,,,11,23,108,,,,887,86.4884606114222,5,2
7946,17,65,1-17-2017-065-02,2,1,,,279,,,,,276,,,38,35,,,,,,,,,12,13,106,,,,887,70.2577412888529,4,2
7946,17,65,1-17-2017-065-02,2,2,,,,,,,,260,,,,32,,,133,,,,,,13,14,,,,,887,70.2577412888529,4,2
7947,17,66,1-17-2017-066-04,4,2,,,278,,,,,,,,40,42,,,,,,,,,13,20,,,,,887,1695.72707745063,4,2
7943,25,33,1-25-2017-033-03,3,1,,,,,,,,,,,,,,,104,,,,,,,,,,,,887,659.046185759686,2,2
7948,12,48,1-12-2017-048-03,3,1,,,290,,,,,,,,,,,,,,,,,,2,2,180,,,,887,896.225689431293,9,2
7948,12,48,1-12-2017-048-03,3,2,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,896.225689431293,9,2
7950,21,54,1-21-2017-054-09,9,1,,,,,,,,312,,,29,,,,127,,,,,,8,24,114,,,,887,1550.29227762729,11,2
7954,13,85,1-13-2017-085-09,9,1,,,,,,,,,,,,,,,132,,,887,887,887,,,,,,,,5700.84514470473,7,2
7951,19,98,1-19-2017-098-05,5,1,,,272,,,,,258,,,38,42,148,148,106,,,,,,11,21,,9,43,,887,115.226768052376,9,2
7956,13,87,1-13-2017-087-02,2,1,,,,,,,,273,,,,,,,125,,,,,,,,,,,,887,77.0112918240922,7,2
7956,13,87,1-13-2017-087-02,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,77.0112918240922,7,2
7955,13,86,1-13-2017-086-07,7,1,,,,,,,,,,,52,,,,118,,,,,,,,,,,,887,3590.29038735847,7,2
7952,19,99,1-19-2017-099-02,2,2,,,,,,,,,,,,55,,,,,,887,887,887,,,,,,,210,102.089013427492,9,2
7953,19,100,1-19-2017-100-07,7,1,,,,,,,,324,,,40,50,170,170,,,,887,887,887,10,30,,,,,284,4322.99062713303,9,2
7939,14,48,1-14-2017-048-03,3,1,,,,,,,,,,,40,,,,106,,,,,,,,,,,,887,915.910599548957,8,2
7958,18,48,1-18-2017-048-04,4,2,,,,,,,,,,,51,,,,96,,,,,,,,,,,,887,1817.72986799856,6,2
7965,33,86,1-33-2017-086-07,7,1,,,,,,,,,,,40,,,,109,,,,,,,,,,,,887,433.721756672474,12,2
7966,33,87,1-33-2017-087-03,3,1,,,257,,,,,,,,45,,,,100,,,,,,,,,,,,887,113.707892098683,12,2
7966,33,87,1-33-2017-087-03,3,2,,,,,,,,280,,,27,,,,94,,,,,,,,,,,,887,113.707892098683,12,2
7968,22,99,1-22-2017-099-10,10,1,,,,,,,,,,,,,,,,,,,,,9,14,106,,,,887,1279.90483931947,12,2
7967,33,88,1-33-2017-088-03,3,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,111,887,887,887,887,113.707892098683,12,2
7959,18,49,1-18-2017-049-02,2,2,,,,,,,,,,,46,,,,132,,,,,,,,,,,,887,82.5675036810661,6,2
7962,20,106,1-20-2017-106-09,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,843.752241763389,11,2
7969,15,70,1-15-2017-070-03,3,1,,,,,,,,,,,55,,,,108,,,,,,,,,,,,887,270.281610211649,1,2
7963,20,107,1-20-2017-107-08,8,1,,,,,,,,,,,46,,,,64,,,,,,,18,140,,,,887,103.545883771323,11,2
7949,12,49,1-12-2017-049-03,3,1,,,,,,,,,,,40,,,,122,,,,,,,,,,,,887,896.225689431293,9,2
7942,29,25,1-29-2017-025-07,7,1,,,,,,,,,,,41,,,,126,,,,,,,,,,,,887,5138.60114306228,2,2
7971,20,109,1-20-2017-109-03,3,1,,,,,,,,,,,36,,,,133,,,,,,,,,,,,887,125.414397547365,11,2
7970,15,71,1-15-2017-071-09,9,2,,,,,,,,,,,58,,,,112,,,,,,,,,,,,887,1559.35401868943,1,2
7880,28,47,1-28-2017-047-01,1,1,,,,,,,,,,,40,,,,,,,,,,13,16,118,7,40,70,887,137.6970604631,3,2
7881,28,48,1-28-2017-048-01,1,1,,,,,,,,,,,40,,,,121,,,,,,14,16,109,3,40,83,887,137.6970604631,3,2
7936,28,49,1-28-2017-049-06,6,1,,,,,,,,,,,51,,,,133,,,887,887,887,,,,,,,,515.534979702304,3,2
7936,28,49,1-28-2017-049-06,6,2,,,,,,,,,,,,42,,,,,63,23,26,116,,,,,,,887,515.534979702304,3,2
7973,22,100,1-22-2017-100-10,10,1,,95,338,118,,,95,338,118,,,,165,168,132,,,887,887,887,,,132,,47,88,280,1279.90483931947,12,2
7979,10,41,1-10-2017-041-09,9,1,,,,,,,,,,,31,,,,116,,,,,,,,,,,,887,2538.15212103402,4,2
7982,32,107,1-32-2017-107-03,3,1,,,,,,,,,,,40,46,155,156,115,,,,,,11,23,,,,,887,468.366641452418,7,2
7982,32,107,1-32-2017-107-03,3,2,,,410,,,,,390,,,62,66,175,172,136,,,887,887,887,10,26,,,,,,468.366641452418,7,2
7996,27,21,1-27-2017-021-07,7,1,,,262,,,,,,,,,,,,,,,,,,10,23,,,,,887,717.541998290094,3,2
7988,24,100,1-24-2017-100-07,7,1,,,,,,,,,,,47,45,,,129,,,,,,,,,,,,887,992.944504113919,1,2
7997,19,101,1-19-2017-101-07,7,1,,,278,,,,,,,,20,,,,114,,,,,,9,22,103,,,,887,1291.67508035249,9,2
8000,16,66,1-16-2017-066-06,6,1,,,,,,,,286,,,47,,,,116,85,,,,,10,24,104,,,,887,554.320857355004,5,2
8000,16,66,1-16-2017-066-06,6,2,,,,,,,,263,,,,57,,,,,,51,77,,13,19,107,,,,887,554.320857355004,5,2
7987,24,99,1-24-2017-099-10,10,1,,,,,,,,,,,22,30,,,102,,,,,,,,,,,,887,5482.87978584211,1,2
8005,17,69,1-17-2017-069-08,8,1,,,,,,,,,,,,,,,128,,,,,,10,18,,11,44,,887,338.596207178048,4,2
7998,19,102,1-19-2017-102-08,8,1,,,,,,,,,,,20,,,,,,,,,,7,19,105,,,,887,305.991351541211,9,2
7993,23,91,1-23-2017-091-08,8,1,,,,,,,,,,,55,,,,,,,,,,,,,10,45,74,887,159.720570217539,5,2
7992,23,90,1-23-2017-090-03,3,2,887,887,887,887,887,887,887,887,887,887,887,58,887,887,887,887,887,12,30,999,887,887,887,887,887,887,887,193.45297331174,5,2
7999,19,103,1-19-2017-103-03,3,1,,,,,,,,,,,42,45,160,160,122,,,,,,,,,,,,887,260.662105898996,9,2
8002,12,51,1-12-2017-051-10,10,1,,70,310,115,,,70,315,115,,43,53,121,127,120,64,68,887,887,887,16,10,122,5,45,79,254,1132.1490365429,9,2
8002,12,51,1-12-2017-051-10,10,2,,,,,,,,,,,43,,,,127,,,,,,,,,,,,887,1132.1490365429,9,2
7990,14,50,1-14-2017-050-03,3,2,,,,,,,,,,,,30,,,,,,70,,,,,,,,,887,3413.53071152178,8,2
8001,16,67,1-16-2017-067-05,5,1,,,287,,,,,,,,,,,,,,,,,,10,25,108,,,,887,48.7059466510984,5,2
7978,11,43,1-11-2017-043-07,7,1,,89,262,100,,,89,262,100,,,,156,156,98,,,,,,,,103,,40,84,887,5823.90726220291,8,2
7978,11,43,1-11-2017-043-07,7,2,,94,269,95,,,94,269,95,,,,151,153,101,,,50,,,,,110,,37,76,887,5823.90726220291,8,2
8007,21,55,1-21-2017-055-03,3,1,,,,,,,,,,,30,,,,112,,,,,,,,,,,,887,1050.84678343269,11,2
8007,21,55,1-21-2017-055-03,3,2,,,,,,,,281,,,,,,,,,,,,,10,27,112,,,,887,1050.84678343269,11,2
8009,13,88,1-13-2017-088-06,6,1,,,,,,,,,,,,,,,119,,,,,,12,18,126,,,,887,2354.89904044317,7,2
8013,33,89,1-33-2017-089-06,6,1,,,270,,,,,,,,32,,,,115,,,,,,,,,,,,887,245.353662268112,12,2
8009,13,88,1-13-2017-088-06,6,3,,,,,,,,,,,56,,,,131,,,887,887,887,,,,,,,,2354.89904044317,7,2
8010,13,89,1-13-2017-089-09,9,1,,,,,,,,,,,43,,,,134,,,887,887,887,,,,,,,,6987.46072198689,7,2
8009,13,88,1-13-2017-088-06,6,4,,,,,,,,,,,52,,,,102,,,,,,,,,,,,887,2354.89904044317,7,2
8013,33,89,1-33-2017-089-06,6,2,,,,,,,,260,,,35,,,,100,,,,,,,,,,,,887,245.353662268112,12,2
8011,13,90,1-13-2017-090-02,2,2,,,,,,,,273,,,44,41,,,,,,,,,12,13,135,,,,887,94.3918599934529,7,2
8015,33,91,1-33-2017-091-03,3,2,,,,,,,,253,,,,,,,,,,,,,10,11,,,,,887,169.095385338734,12,2
8016,20,110,1-20-2017-110-01,1,1,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,56.8193335428149,11,2
8012,30,77,1-30-2017-077-03,3,1,,,,,,,,,,,45,,,,128,,,,,,,,110,7,,,887,1794.30440355272,10,2
8008,22,101,1-22-2017-101-10,10,1,,97,290,107,,,97,290,107,,25,,157,161,99,,,,,182,,,122,,48,84,887,8289.13117194951,12,2
8008,22,101,1-22-2017-101-10,10,2,,96,287,117,,,95,287,117,,28,43,170,170,118,,,,,197,,,127,,40,95,887,8289.13117194951,12,2
8040,18,51,1-18-2017-051-07,7,1,,,250,,,,,,,,,,,,,,,,,,13,21,,,,,887,542.400211667992,6,2
8040,18,51,1-18-2017-051-07,7,2,,,,,,,,,,,42,,,,116,,,,,,,,,,,,887,542.400211667992,6,2
7995,26,55,1-26-2017-055-07,7,1,,,,,,,,264,,,,,,,,,,,,,11,21,,,,,887,13238.4597274064,10,2
8043,32,108,1-32-2017-108-04,4,1,,,272,,,,,268,,,41,41,,,,,,,,,13,15,,,,,887,1621.64908752691,7,2
8043,32,108,1-32-2017-108-04,4,3,,,290,,,,,,,,,,,,,,,,,,15,16,,,,,887,1621.64908752691,7,2
8020,15,73,1-15-2017-073-02,2,1,,,,,,,,270,,,,,,,,,,,,,7,17,128,,,,887,48.0660922903821,1,2
8020,15,73,1-15-2017-073-02,2,2,,,,,,,,,,,52,,,,126,,,,,,,,,,,,887,48.0660922903821,1,2
7983,28,50,1-28-2017-050-08,8,1,,,255,,,,,,,,51,52,,,120,81,61,10,54,126,13,7,120,5,47,71,887,151.388686497815,3,2
8045,23,93,1-23-2017-093-04,4,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,120,887,887,887,887,887,887,887,887,887,887,887,887,649.236202022065,5,2
8048,24,102,1-24-2017-102-02,2,1,,,,,,,,,,,,,,,131,,,,,,,,,,,,887,60.410082690391,1,2
8049,24,103,1-24-2017-103-03,3,1,,,288,,,,,,,,44,28,,,122,,,,,,11,20,116,,,,887,776.430069454849,1,2
8050,24,104,1-24-2017-104-05,5,1,,,,,,,,,,,,,,,116,,,,,,,,,,,,887,132.316466204678,1,2
8055,14,51,1-14-2017-051-03,3,2,,,,,,,,,,,44,39,,,,,,16,,,,,,,,,887,824.290453833516,8,2
8058,31,41,1-31-2017-041-07,7,1,,,,,,,,,,,20,,,,108,,,,,,,,,,,,887,1465.37280017611,6,2
8058,31,41,1-31-2017-041-07,7,2,,,,,,,,,,,,48,,,,,,16,39,235,,,,,,,887,1465.37280017611,6,2
8067,16,68,1-16-2017-068-06,6,2,,,269,,,,,,,,,,,,,,,,,,9,20,112,,,,887,1059.70250797157,5,2
8061,32,111,1-32-2017-111-07,7,1,,,,,,,,,,,40,42,,,99,,,,,,,,,,,,887,4020.98231058148,7,2
8061,32,111,1-32-2017-111-07,7,2,,,,,,,,,,,38,38,,,132,,,66,,,,,,,,,887,4020.98231058148,7,2
8061,32,111,1-32-2017-111-07,7,3,,,,,,,,,,,45,48,,,124,,,,,,,,,,,,887,4020.98231058148,7,2
8059,32,109,1-32-2017-109-01,1,2,,,,,,,,246,,,,,,,,,,,,,9,16,119,,,,887,260.675640918197,7,2
8065,12,52,1-12-2017-052-03,3,1,,,296,,,,,270,,,38,,,,59,,,,,,9,22,130,,,,887,798.339561355582,9,2
8065,12,52,1-12-2017-052-03,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,798.339561355582,9,2
8060,32,110,1-32-2017-110-02,2,1,,,,,,,104,342,116,,60,70,172,172,118,,,887,887,887,13,26,122,,,,,86.2495811560916,7,2
8060,32,110,1-32-2017-110-02,2,2,,,246,,,,,,,,44,48,151,151,97,,,,,,10,24,106,,,,887,86.2495811560916,7,2
8066,12,53,1-12-2017-053-06,6,1,,,,,,,,,,,40,,,,118,,,,,,,,,,,,887,1216.52299057212,9,2
8070,26,57,1-26-2017-057-09,9,2,,,333,,,,,,,,,,,,,,,887,887,887,9,26,,,,,,4415.53740160924,10,2
8070,26,57,1-26-2017-057-09,9,4,,,282,,,,,,,,,,,,,,,,,,,,,,,,887,4415.53740160924,10,2
8066,12,53,1-12-2017-053-06,6,2,,,,,,,,315,,,39,,,,112,,,887,887,887,10,12,151,,,,,1216.52299057212,9,2
8062,19,104,1-19-2017-104-06,6,2,,,,,,,,,,,36,44,157,158,121,,,,,,,,,,,,887,412.312801778747,9,2
8063,19,105,1-19-2017-105-03,3,2,,,,,,,,,,,20,,,,121,,,,,,,,,,,,887,270.5790386736,9,2
8072,17,70,1-17-2017-070-05,5,1,,32,265,,,,,,,,,,,,97,,,,,,8,13,,,,,887,156.479576755148,4,2
8064,19,106,1-19-2017-106-04,4,1,,,280,,,,,,,,36,49,159,158,,,,,,,,,,,,,887,1303.55011135808,9,2
8064,19,106,1-19-2017-106-04,4,2,,,,,,,,270,,,36,49,158,159,,,,,,,17,18,,,,,887,1303.55011135808,9,2
8078,13,91,1-13-2017-091-02,2,2,,,,,,,,,,,39,,,,133,,,,,,,,,,,,887,81.3304087696774,7,2
8081,30,78,1-30-2017-078-07,7,2,,,,,,,,,,,42,,,,107,,,,,,,,,,,,887,2644.12219900419,10,2
8088,22,102,1-22-2017-102-03,3,1,,,,,,,,,,,18,,,,117,,,,,,,,,,,,887,189.34152756178,12,2
8082,30,79,1-30-2017-079-02,2,1,,,,,,,,,,,50,,,,106,,,,,,,,,,,,887,56.716099343764,10,2
8082,30,79,1-30-2017-079-02,2,2,,,,,,,,,,,,54,,,,,,887,887,887,,,,,,,215,56.716099343764,10,2
8079,13,92,1-13-2017-092-02,2,1,,,,,,,,,,,44,,,,121,,,,,,,,,,,,887,81.3304087696774,7,2
8087,33,94,1-33-2017-094-04,4,1,,,,,,,,,,,48,,,,132,,,,,,,,,,,,887,285.564576370814,12,2
8084,21,57,1-21-2017-057-03,3,1,,,,,,,,,,,32,,,,96,,,,,,,,,,,,887,350.409114778015,11,2
8087,33,94,1-33-2017-094-04,4,3,,,,,,,,,,,,,,,,,,10,41,,,,,,,,887,285.564576370814,12,2
8088,22,102,1-22-2017-102-03,3,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,91,887,887,887,887,887,887,887,887,887,189.34152756178,12,2
8089,22,103,1-22-2017-103-07,7,1,,96,264,98,,,96,264,98,,42,,153,152,109,,,50,,,,,108,,36,82,887,789.847825993546,12,2
8085,33,92,1-33-2017-092-02,2,2,,,266,,,,,255,,,25,,,,109,,,,,,10,25,109,,,,887,66.335309476095,12,2
8083,21,56,1-21-2017-056-03,3,1,,,,,,,,,,,36,,,,137,,,,,,,,,,,,887,350.409114778015,11,2
8083,21,56,1-21-2017-056-03,3,2,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,350.409114778015,11,2
8077,20,116,1-20-2017-116-01,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,47.9714768351659,11,2
8086,33,93,1-33-2017-093-06,6,1,,,,,,,,,,,35,,,,122,,,,,,,,,,,,887,145.505651811376,12,2
8086,33,93,1-33-2017-093-06,6,2,,,302,,,,,,,,40,,,,98,,,,,,10,30,120,,,,887,145.505651811376,12,2
8073,18,52,1-18-2017-052-06,6,2,,,,,,,,278,,,,,,,116,,,,,,,,,,,,887,589.079808493488,6,2
8074,18,53,1-18-2017-053-06,6,1,,,,,,,,,,,44,,,,136,,,887,887,887,,,,,,,203,589.079808493488,6,2
8093,15,76,1-15-2017-076-05,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,63.8220180213537,1,2
8094,20,117,1-20-2017-117-07,7,1,,,270,,,,,,,,42,,,,104,,,,,,14,26,110,,,,887,447.191082216028,11,2
8094,20,117,1-20-2017-117-07,7,2,,,,,,,,,,,43,,,,,,,,,,,,,,,,887,447.191082216028,11,2
8068,10,42,1-10-2017-042-04,4,1,,,,,,,,,,,42,,,,105,,,,,,,,,,,,887,340.542868847016,4,2
8068,10,42,1-10-2017-042-04,4,2,,,,,,,,,,,,37,,,,,,,,117,,,,,,,887,340.542868847016,4,2
8095,26,58,1-26-2017-058-03,3,1,,,,,,,,,,,,,,,,,,,,,999,999,114,,,,887,942.745961675754,10,2
