CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,LFOH,LFBC,WBLEFT,LRBC,LROH,RFOH,RFBC,WBRIGHT,RRBC,RROH,FRNTBUMP,REARBUMP,FRNTTRACK,REARTRACK,FRNTHOOD,FRNTWIND,FRNTPILL,BACKTRUNK,BACKLIGHT,BACKBPILL,SIDEDOOR,SIDEGLAZ,SIDEROOF,VERTROOF,VERTGLAZ,VERTDOOR,BACKPICKUP,PBED,CASEWGT,PSUSTRAT,VERSION
15309,23,33,1-23-2019-033-06,6,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,122,100,64,50,887,887,887,887,887,887,887,887,887,887,3519.08057087551,5,4
15310,26,130,1-26-2019-130-08,8,1,887,887,246,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,10,18,96,887,887,887,887,887,423.677907506574,10,4
15307,25,70,1-25-2019-070-10,10,1,887,887,887,887,887,887,887,887,887,887,38,887,887,887,116,887,887,887,887,176,887,887,124,887,36,74,887,887,12019.9482307989,2,4
15310,26,130,1-26-2019-130-08,8,2,887,887,887,887,887,887,887,887,887,887,36,887,887,887,105,887,887,887,887,887,887,887,887,887,887,887,887,887,423.677907506574,10,4
15311,26,131,1-26-2019-131-09,9,1,887,887,999,887,887,887,887,887,887,887,887,887,887,887,131,887,887,887,887,152,999,999,118,887,48,83,887,887,2288.69984188496,10,4
15281,11,102,1-11-2019-102-01,1,1,887,887,267,887,887,887,887,278,887,887,48,52,887,887,114,887,887,887,887,887,887,887,887,887,887,887,887,887,208.169528765753,8,4
15318,19,65,1-19-2019-065-01,1,1,887,887,282,887,887,887,887,348,887,887,19,887,887,887,128,887,887,82,887,887,9,28,118,887,887,887,887,887,106.318383101244,9,4
15320,17,122,1-17-2019-122-04,4,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,102,887,887,887,887,887,887,887,887,887,887,887,887,887,351.134062291043,4,4
15320,17,122,1-17-2019-122-04,4,2,887,887,887,887,887,887,887,268,887,887,887,887,887,887,887,887,887,887,887,887,14,16,887,887,887,887,887,887,351.134062291043,4,4
15322,17,124,1-17-2019-124-03,3,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,109,887,887,887,887,887,887,887,887,887,887,887,887,887,83.309580710576,4,4
15323,27,61,1-27-2019-061-03,3,1,887,887,257,887,887,887,887,887,887,887,47,887,887,887,121,887,887,887,887,887,13,21,111,887,41,85,887,887,52.3976477783493,3,4
15322,17,124,1-17-2019-124-03,3,2,887,887,887,887,887,887,887,887,887,887,887,42,887,887,887,887,887,10,38,887,887,887,887,887,887,887,887,887,83.309580710576,4,4
15313,29,118,1-29-2019-118-05,5,1,887,887,887,887,887,887,887,887,887,887,40,887,887,887,126,887,887,58,887,887,887,887,113,887,38,79,887,887,39.3083474251821,2,4
15317,22,83,1-22-2019-083-08,8,1,887,887,270,887,887,887,887,273,887,887,35,887,887,887,125,887,887,47,887,887,12,17,102,4,37,78,887,887,149.177025195749,12,4
15319,19,66,1-19-2019-066-02,2,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,104,887,887,887,887,887,887,887,887,887,887,887,887,887,49.1497370019463,9,4
15314,29,119,1-29-2019-119-06,6,1,887,887,887,887,887,887,887,887,887,887,38,887,887,887,133,887,887,887,887,169,887,887,127,887,40,91,887,887,112.062428506943,2,4
15315,29,120,1-29-2019-120-03,3,1,887,887,278,887,887,887,887,887,887,887,887,887,887,887,126,887,887,887,887,165,10,15,109,887,39,85,887,887,90.7139260135834,2,4
15316,22,82,1-22-2019-082-05,5,1,887,887,283,887,887,887,887,270,887,887,34,887,887,887,125,887,887,55,887,887,9,12,110,4,34,80,887,887,39.2833665464723,12,4
15315,29,120,1-29-2019-120-03,3,2,887,887,887,887,887,887,887,887,887,887,46,887,887,887,125,887,887,887,887,219,887,887,113,887,46,94,887,887,90.7139260135834,2,4
15331,76,50,1-76-2019-050-08,8,1,887,887,887,887,887,887,887,887,887,887,21,887,887,887,118,887,887,84,887,887,11,20,123,5,39,75,887,887,41.6963059161643,3,4
15312,26,132,1-26-2019-132-05,5,1,887,887,246,887,887,887,887,302,887,887,999,887,887,887,139,887,887,887,887,887,999,999,117,999,34,84,887,887,59.6415155829471,10,4
15332,76,51,1-76-2019-051-03,3,1,887,887,887,887,887,887,887,887,887,887,23,887,887,887,123,887,887,887,887,162,11,16,119,887,38,74,887,887,44.2584800156792,3,4
15312,26,132,1-26-2019-132-05,5,2,887,887,999,887,887,887,887,999,887,887,999,887,887,887,887,887,887,887,887,887,999,999,132,999,45,90,318,999,59.6415155829471,10,4
15312,26,132,1-26-2019-132-05,5,3,887,887,887,887,887,887,887,887,887,887,887,999,887,887,887,887,887,887,887,130,887,887,887,887,887,887,887,887,59.6415155829471,10,4
15329,21,110,1-21-2019-110-04,4,1,887,887,887,887,887,887,887,887,887,887,999,887,887,887,133,887,887,887,887,887,887,887,887,887,887,887,887,887,965.545153210743,11,4
15328,18,59,1-18-2019-059-07,7,1,887,887,887,887,887,887,887,887,887,887,48,887,887,887,106,887,887,887,887,887,887,887,121,887,887,887,887,887,2232.78133787913,6,4
15330,21,111,1-21-2019-111-03,3,1,887,887,887,887,887,887,887,999,887,887,887,887,887,887,887,887,887,887,887,887,999,999,999,887,887,887,887,887,275.662837896535,11,4
15330,21,111,1-21-2019-111-03,3,2,887,887,887,887,887,887,887,887,887,887,42,887,887,887,131,887,887,887,887,887,887,887,887,887,887,887,887,887,275.662837896535,11,4
15323,27,61,1-27-2019-061-03,3,2,887,887,384,887,887,887,887,887,887,887,887,887,887,887,136,887,887,887,887,887,10,23,129,887,44,89,328,172,52.3976477783493,3,4
15324,27,62,1-27-2019-062-08,8,1,887,887,887,887,887,887,887,887,887,887,37,887,887,887,115,887,887,887,887,182,887,887,95,887,36,79,887,887,49.364287927116,3,4
15324,27,62,1-27-2019-062-08,8,2,887,887,230,887,887,887,887,887,887,887,887,887,887,887,97,887,887,87,887,887,10,12,113,887,38,75,887,887,49.364287927116,3,4
15324,27,62,1-27-2019-062-08,8,3,887,887,258,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,14,24,101,887,887,887,887,887,49.364287927116,3,4
15339,17,125,1-17-2019-125-04,4,1,887,887,887,887,887,887,887,887,887,887,51,54,887,887,122,887,887,59,887,887,887,887,110,887,35,78,887,887,351.134062291043,4,4
15339,17,125,1-17-2019-125-04,4,2,887,887,290,887,887,887,887,887,887,887,50,44,887,887,129,887,887,61,887,887,15,16,113,887,30,85,887,887,351.134062291043,4,4
15327,15,71,1-15-2019-071-03,3,2,887,887,272,887,887,887,887,887,887,887,45,887,887,887,117,887,887,887,887,887,12,24,106,887,887,887,887,887,316.364865511741,1,4
15341,73,74,1-73-2019-074-06,6,1,887,887,887,887,887,887,887,887,887,887,999,999,176,173,137,887,887,887,887,887,887,887,887,887,887,887,887,999,35.0393284416094,3,4
15333,30,92,1-30-2019-092-06,6,3,887,887,887,887,887,887,887,887,887,887,43,47,887,887,132,887,887,25,40,887,887,887,887,887,887,887,887,887,765.565980187732,10,4
15333,30,92,1-30-2019-092-06,6,5,887,887,887,887,887,887,887,887,887,887,999,999,887,887,114,887,887,54,887,887,887,887,887,887,887,887,887,887,765.565980187732,10,4
15294,32,127,1-32-2019-127-01,1,3,887,887,999,887,887,887,887,999,887,887,999,887,887,887,129,887,887,887,887,887,999,999,136,887,887,887,292,999,91.530410371053,7,4
15338,20,46,1-20-2019-046-02,2,1,887,79,361,116,887,887,90,358,124,887,50,57,170,167,115,887,887,887,887,887,8,10,130,7,46,87,234,887,191.719144948804,11,4
15325,13,78,1-13-2019-078-06,6,1,887,887,887,887,887,887,887,887,887,887,41,887,887,887,101,887,887,887,887,887,887,887,105,887,887,887,887,887,1825.98545411489,7,4
15325,13,78,1-13-2019-078-06,6,2,887,887,887,887,887,887,887,887,887,887,887,48,887,887,118,887,887,10,23,215,887,887,121,887,44,76,887,887,1825.98545411489,7,4
15326,13,79,1-13-2019-079-01,1,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,131,80,65,887,887,887,887,887,887,887,887,887,887,887,115.807623874756,7,4
15348,77,118,1-77-2019-118-09,9,1,887,887,887,887,887,887,887,887,887,887,40,887,887,887,89,887,887,61,887,887,887,887,108,887,33,77,887,887,1120.41225073731,9,4
15349,77,119,1-77-2019-119-04,4,2,887,887,261,887,887,887,887,887,887,887,41,887,887,887,887,887,887,887,887,887,10,20,887,887,887,887,887,887,1061.41204298224,9,4
15351,11,103,1-11-2019-103-06,6,1,887,887,278,887,887,887,887,278,887,887,42,43,887,887,114,887,887,887,887,887,887,887,887,887,887,887,887,887,4942.17784305208,8,4
15351,11,103,1-11-2019-103-06,6,2,887,887,285,887,887,887,887,285,887,887,38,39,887,887,887,887,887,887,887,887,15,20,887,887,887,887,887,887,4942.17784305208,8,4
15353,24,123,1-24-2019-123-03,3,1,887,887,887,887,887,887,887,887,887,887,21,34,887,887,128,887,887,887,887,887,887,887,887,887,887,887,887,887,1119.51411605536,1,4
15353,24,123,1-24-2019-123-03,3,2,887,887,887,887,887,887,887,887,887,887,23,43,887,887,887,887,887,20,35,887,887,887,887,887,887,887,887,887,1119.51411605536,1,4
15352,24,122,1-24-2019-122-02,2,1,887,887,887,887,887,887,887,887,887,887,16,36,887,887,115,887,887,887,887,887,887,887,887,887,887,887,887,887,57.6076865340657,1,4
15352,24,122,1-24-2019-122-02,2,2,887,887,887,887,887,887,887,280,887,887,887,887,887,887,887,887,887,887,887,887,999,999,887,887,887,887,887,887,57.6076865340657,1,4
15354,24,124,1-24-2019-124-02,2,1,887,887,887,887,887,887,887,887,887,887,45,51,887,887,126,887,887,887,887,887,12,21,887,13,42,77,887,887,57.6076865340657,1,4
15358,73,77,1-73-2019-077-04,4,1,96,887,308,887,111,96,887,308,887,111,31,37,167,887,102,887,887,887,887,887,887,887,887,887,887,887,887,887,196.839144609221,3,4
15357,73,76,1-73-2019-076-04,4,1,887,887,887,887,887,887,887,260,887,887,23,887,887,887,122,80,115,887,887,887,10,20,107,887,887,887,887,887,196.839144609221,3,4
15359,48,62,1-48-2019-062-05,5,1,887,887,260,887,887,887,887,254,887,887,38,40,887,887,124,82,113,43,887,887,887,887,106,887,39,78,887,887,115.436698488675,12,4
15364,28,60,1-28-2019-060-04,4,1,887,887,887,887,887,887,887,887,887,887,40,887,887,887,113,887,887,887,887,156,887,887,116,887,34,91,887,887,2331.78233810755,3,4
15363,52,69,1-52-2019-069-10,10,1,887,887,273,887,887,887,887,275,887,887,42,887,887,887,887,887,887,887,887,887,8,13,118,887,887,887,887,887,1235.76249864636,12,4
15363,52,69,1-52-2019-069-10,10,2,887,887,261,887,887,887,887,258,887,887,38,887,887,887,110,887,887,887,887,144,8,12,118,887,41,81,887,887,1235.76249864636,12,4
15366,16,79,1-16-2019-079-04,4,1,887,887,887,887,887,887,887,887,887,887,44,887,887,887,125,887,887,887,887,887,887,887,887,887,887,887,887,887,2228.03409118796,5,4
15372,32,132,1-32-2019-132-08,8,1,887,887,887,887,887,887,887,887,887,887,40,40,887,887,125,887,887,57,887,887,887,887,122,887,38,82,887,887,542.768428535037,7,4
15361,52,67,1-52-2019-067-07,7,1,887,887,423,887,887,887,887,430,887,887,887,52,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,310.615491012231,12,4
15371,32,131,1-32-2019-131-02,2,1,887,887,887,887,887,887,887,887,887,887,40,40,887,887,133,887,887,887,887,887,887,887,887,887,887,887,295,164,28.2050797798405,7,4
15362,52,68,1-52-2019-068-06,6,1,887,887,272,887,887,887,887,274,887,887,43,887,887,887,122,887,887,887,887,887,7,14,110,887,887,887,887,887,79.145086394494,12,4
15373,25,71,1-25-2019-071-03,3,1,887,887,887,887,887,887,887,887,887,887,887,999,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,436.314493543007,2,4
15368,14,58,1-14-2019-058-10,10,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,22176.1474139505,8,4
15362,52,68,1-52-2019-068-06,6,2,887,887,277,887,887,887,887,275,887,887,47,887,887,887,126,887,887,887,887,887,14,17,98,887,887,887,887,887,79.145086394494,12,4
15373,25,71,1-25-2019-071-03,3,2,887,887,887,887,887,887,887,887,887,887,42,40,887,887,134,887,887,51,887,887,887,887,887,887,887,887,887,887,436.314493543007,2,4
15373,25,71,1-25-2019-071-03,3,3,887,887,887,887,887,887,887,887,887,887,38,887,887,887,139,887,887,71,887,887,887,887,117,887,34,84,887,887,436.314493543007,2,4
15369,14,59,1-14-2019-059-07,7,1,887,887,887,887,887,887,887,887,887,887,44,887,887,887,129,887,887,887,887,887,887,887,887,887,887,887,887,188,4463.73450087189,8,4
15369,14,59,1-14-2019-059-07,7,2,887,887,887,887,887,887,887,887,887,887,34,46,887,887,111,887,887,10,15,887,887,887,887,887,887,887,887,887,4463.73450087189,8,4
15374,27,63,1-27-2019-063-03,3,1,887,887,887,887,887,887,887,270,887,887,887,887,887,887,127,887,887,887,887,161,15,20,122,887,40,83,887,887,71.8473223720705,3,4
15374,27,63,1-27-2019-063-03,3,2,887,887,887,887,887,887,887,887,887,887,41,887,887,887,116,887,887,887,887,887,887,887,132,887,45,90,318,165,71.8473223720705,3,4
15377,66,66,1-66-2019-066-07,7,1,887,887,887,887,887,887,887,887,887,887,42,887,887,887,127,887,887,887,887,161,887,887,122,887,40,83,887,887,174.998793105348,6,4
15379,12,70,1-12-2019-070-03,3,1,887,887,887,887,887,887,887,887,887,887,39,887,887,887,125,887,887,55,887,887,887,887,106,887,32,87,887,887,898.827894339885,9,4
15380,12,69,1-12-2019-069-09,9,1,887,887,271,887,887,887,887,271,887,887,37,887,887,887,128,59,887,45,887,887,13,19,99,999,34,81,887,887,3711.59912667478,9,4
15376,23,34,1-23-2019-034-05,5,1,136,100,300,120,100,140,100,310,120,100,887,887,887,887,137,70,80,84,48,70,22,12,119,887,30,85,887,887,128.952672791102,5,4
15384,19,67,1-19-2019-067-02,2,1,887,887,887,887,887,887,887,887,887,887,38,55,887,887,121,887,887,887,887,887,887,887,887,887,887,887,318,188,62.0496899789088,9,4
15382,29,122,1-29-2019-122-08,8,1,887,887,887,887,887,887,887,887,887,887,21,887,887,887,119,887,887,62,887,887,887,887,116,887,40,72,887,887,45.9660218923652,2,4
15385,19,68,1-19-2019-068-02,2,1,887,887,887,887,887,887,887,887,887,887,999,37,887,887,144,887,887,60,887,887,887,887,887,887,887,887,887,887,62.0496899789088,9,4
15385,19,68,1-19-2019-068-02,2,2,887,887,887,887,887,887,887,887,887,887,24,30,887,887,887,887,887,10,25,156,887,887,887,887,887,887,887,887,62.0496899789088,9,4
15383,29,123,1-29-2019-123-09,9,1,887,887,887,887,887,887,887,887,887,887,33,887,887,887,111,887,887,44,887,887,887,887,122,887,37,73,887,887,227.461933515663,2,4
15383,29,123,1-29-2019-123-09,9,2,887,887,887,887,887,887,887,887,887,887,40,40,887,887,104,887,887,55,107,64,887,887,110,887,39,71,887,887,227.461933515663,2,4
15386,19,69,1-19-2019-069-05,5,1,887,887,294,887,887,887,887,887,887,887,52,46,887,887,103,887,887,887,887,887,887,887,887,887,887,887,887,887,175.390063424245,9,4
15392,17,127,1-17-2019-127-03,3,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,118,887,887,887,887,887,887,887,887,887,887,887,887,887,226.633565810367,4,4
15392,17,127,1-17-2019-127-03,3,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,138,887,887,887,887,887,887,887,887,887,887,887,887,887,226.633565810367,4,4
15390,33,88,1-33-2019-088-02,2,1,887,887,887,887,887,887,887,887,887,887,999,887,887,887,89,887,887,45,887,887,887,887,111,887,39,76,887,887,30.345998131938,12,4
15393,17,128,1-17-2019-128-07,7,1,887,887,887,887,887,887,887,283,887,887,56,64,887,887,115,887,887,887,887,158,7,21,114,887,38,86,887,887,917.747662557698,4,4
15393,17,128,1-17-2019-128-07,7,2,887,887,887,887,887,887,887,887,887,887,58,61,887,887,131,887,887,887,887,887,887,887,133,887,46,86,293,887,917.747662557698,4,4
15390,33,88,1-33-2019-088-02,2,2,887,887,264,887,887,887,887,887,887,887,887,887,887,887,106,887,887,887,887,172,10,12,113,12,38,86,887,887,30.345998131938,12,4
15391,17,126,1-17-2019-126-09,9,1,887,887,887,887,887,887,887,887,887,887,47,57,887,887,141,887,887,66,887,887,887,887,111,887,40,70,887,887,831.574016118459,4,4
15403,32,133,1-32-2019-133-03,3,1,887,887,887,887,887,887,887,887,887,887,42,58,159,157,115,887,887,887,887,169,887,887,107,887,37,88,887,887,697.880859924719,7,4
15403,32,133,1-32-2019-133-03,3,2,887,887,262,887,887,887,887,887,887,887,46,50,158,156,887,887,887,887,887,887,10,22,113,887,887,887,887,887,697.880859924719,7,4
15399,26,133,1-26-2019-133-05,5,1,887,887,887,887,887,887,887,887,887,887,41,887,887,887,122,887,887,72,887,887,887,887,116,887,38,75,887,887,84.9314559388932,10,4
15399,26,133,1-26-2019-133-05,5,2,887,887,887,887,887,887,887,887,887,887,999,887,887,887,109,887,887,51,887,887,887,887,116,887,33,80,887,887,84.9314559388932,10,4
15400,26,134,1-26-2019-134-02,2,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,109,887,887,50,887,887,887,887,113,8,34,80,887,887,35.3870978701242,10,4
15387,10,60,1-10-2019-060-10,10,1,887,887,887,887,887,887,887,887,887,887,999,887,887,887,120,887,887,887,887,887,887,887,120,887,887,887,887,887,1057.74271586382,4,4
15404,30,96,1-30-2019-096-03,3,1,887,887,887,887,887,887,887,887,887,887,999,887,887,887,126,887,887,57,887,887,887,887,119,887,38,83,887,887,174.703785525035,10,4
15388,10,61,1-10-2019-061-06,6,1,887,887,887,887,887,887,887,887,887,887,32,887,887,887,135,999,999,887,887,887,887,887,887,887,887,887,887,887,53.9904842219628,4,4
15404,30,96,1-30-2019-096-03,3,3,887,887,887,887,887,887,887,887,887,887,887,999,887,887,131,887,887,999,999,251,887,887,134,887,46,95,887,887,174.703785525035,10,4
15389,10,62,1-10-2019-062-01,1,1,887,887,887,887,887,887,887,887,887,887,40,999,887,887,122,887,887,999,887,887,887,887,887,887,887,887,887,887,26.9627623500112,4,4
15389,10,62,1-10-2019-062-01,1,2,887,887,887,887,887,887,887,887,887,887,999,887,887,887,137,887,887,887,887,887,887,887,887,887,887,887,887,195,26.9627623500112,4,4
15398,22,84,1-22-2019-084-06,6,1,887,887,887,887,887,887,887,887,887,887,42,887,887,887,105,887,887,111,887,887,887,887,116,887,34,83,887,887,278.232065478041,12,4
15406,21,112,1-21-2019-112-02,2,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,129,80,60,55,70,98,15,10,135,8,41,887,887,887,32.7360487870005,11,4
15407,21,113,1-21-2019-113-03,3,1,887,887,887,887,887,887,887,887,887,887,999,887,887,887,120,887,887,45,887,887,887,887,111,887,36,83,887,887,407.386557362972,11,4
15396,15,72,1-15-2019-072-04,4,2,887,887,887,887,887,887,887,887,887,887,42,887,887,887,109,887,887,887,887,887,887,887,887,887,887,887,887,887,232.177320146335,1,4
15397,15,73,1-15-2019-073-06,6,2,887,887,270,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,13,23,112,887,887,887,887,887,98.4528300426779,1,4
15414,29,124,1-29-2019-124-06,6,1,887,887,887,887,887,887,887,887,887,887,26,887,887,887,131,887,887,63,887,887,887,887,114,887,37,80,887,887,73.011235205074,2,4
15394,18,60,1-18-2019-060-04,4,1,887,887,887,887,887,887,887,286,887,887,887,887,887,887,134,887,887,887,887,887,10,17,112,887,887,887,887,887,753.325792959787,6,4
15395,18,61,1-18-2019-061-07,7,1,887,887,368,887,887,887,887,368,887,887,46,887,887,887,139,887,887,887,887,887,887,887,887,887,887,887,292,170,1035.60958080118,6,4
15410,20,47,1-20-2019-047-09,9,2,887,887,887,887,887,887,887,274,887,887,36,887,156,887,108,887,887,57,887,887,10,32,109,5,38,77,887,887,5770.15136025009,11,4
15401,26,135,1-26-2019-135-06,6,2,887,887,887,887,887,887,887,887,887,887,999,887,887,887,137,887,887,887,887,887,887,887,137,887,45,97,234,887,1214.77341529542,10,4
15367,16,80,1-16-2019-080-03,3,1,887,887,887,887,887,887,887,887,887,887,40,45,887,887,125,887,887,51,887,887,887,887,887,887,887,887,887,887,713.739534146019,5,4
15367,16,80,1-16-2019-080-03,3,2,887,887,887,887,887,887,887,887,887,887,40,40,887,887,887,887,887,49,887,887,887,887,887,887,887,887,887,887,713.739534146019,5,4
15367,16,80,1-16-2019-080-03,3,3,887,887,887,887,887,887,887,887,887,887,887,887,887,887,150,887,887,887,887,171,887,887,144,887,40,79,887,887,713.739534146019,5,4
15367,16,80,1-16-2019-080-03,3,4,887,887,887,887,887,887,887,887,887,887,45,45,887,887,129,887,887,887,887,887,887,887,887,887,887,887,887,887,713.739534146019,5,4
15367,16,80,1-16-2019-080-03,3,5,887,887,887,887,887,887,887,887,887,887,60,62,887,887,106,887,887,887,887,207,15,5,114,887,41,89,887,887,713.739534146019,5,4
15367,16,80,1-16-2019-080-03,3,6,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,15,10,133,887,887,887,319,200,713.739534146019,5,4
15415,54,31,1-54-2019-031-04,4,1,887,887,887,887,887,887,887,887,887,887,999,887,887,887,102,887,887,887,887,887,887,887,887,887,887,887,887,887,539.892575500541,9,4
15415,54,31,1-54-2019-031-04,4,2,887,887,887,887,887,887,887,340,887,887,48,887,887,887,132,887,887,887,887,887,15,8,887,887,887,887,887,210,539.892575500541,9,4
15405,13,80,1-13-2019-080-09,9,2,887,887,887,887,887,887,887,887,887,887,30,887,887,887,129,887,887,66,887,887,887,887,112,887,39,70,887,887,11190.942356507,7,4
15422,77,123,1-77-2019-123-03,3,2,887,887,887,887,887,887,887,887,887,887,999,999,887,887,103,887,887,18,31,190,887,887,887,887,887,887,887,887,985.808311288203,9,4
15422,77,123,1-77-2019-123-03,3,3,887,887,887,887,887,887,887,887,887,887,887,45,887,887,887,887,887,17,15,101,887,887,887,887,887,887,887,887,985.808311288203,9,4
15421,77,122,1-77-2019-122-06,6,1,887,887,887,887,887,887,887,887,887,887,40,887,887,887,120,887,887,887,887,167,10,20,118,887,44,81,887,887,1416.10656150084,9,4
15421,77,122,1-77-2019-122-06,6,2,887,887,887,887,887,887,887,887,887,887,48,887,887,887,118,887,887,887,887,210,887,887,118,887,39,91,887,887,1416.10656150084,9,4
15420,77,121,1-77-2019-121-02,2,1,887,887,887,887,887,887,887,887,887,887,999,887,887,887,89,887,887,887,887,887,887,887,887,887,887,887,887,887,82.9547267506105,9,4
15420,77,121,1-77-2019-121-02,2,2,887,887,887,887,887,887,887,887,887,887,999,887,887,887,38,887,887,887,887,887,887,887,887,887,887,887,887,887,82.9547267506105,9,4
15413,76,53,1-76-2019-053-10,10,1,887,887,365,887,887,887,887,365,887,887,45,887,887,887,136,887,887,887,887,887,887,887,132,887,47,88,294,200,28.9409305669902,3,4
15424,11,104,1-11-2019-104-02,2,2,887,887,288,887,887,887,887,887,887,887,48,50,887,887,138,887,887,887,887,887,887,887,887,887,887,887,887,887,236.33190718934,8,4
15427,24,127,1-24-2019-127-03,3,2,887,887,887,887,887,887,887,887,887,887,999,45,887,887,887,887,887,77,887,887,887,887,887,887,887,887,887,887,383.483882023931,1,4
15426,24,126,1-24-2019-126-03,3,1,887,887,887,887,887,887,887,887,887,887,30,33,887,887,139,887,887,887,887,887,887,887,887,887,887,887,887,887,383.483882023931,1,4
15426,24,126,1-24-2019-126-03,3,2,887,887,275,887,887,887,887,887,887,887,999,999,887,887,887,887,887,887,887,887,17,22,887,887,887,887,887,887,383.483882023931,1,4
15430,28,61,1-28-2019-061-02,2,1,887,887,270,887,887,887,887,273,887,887,38,33,887,887,117,887,887,50,887,42,12,16,99,887,35,80,887,887,43.8808232157901,3,4
15431,28,62,1-28-2019-062-04,4,1,887,887,887,887,887,95,71,374,106,122,45,887,887,887,131,887,887,887,887,887,10,26,130,887,48,106,319,186,2036.70437463308,3,4
15432,48,63,1-48-2019-063-07,7,1,887,887,887,887,887,887,887,887,887,887,999,887,887,887,126,887,887,887,887,887,18,25,108,9,41,78,313,186,876.224951009777,12,4
15433,48,64,1-48-2019-064-07,7,1,887,887,887,887,887,887,887,887,887,887,999,887,887,887,999,887,887,887,887,887,887,887,887,887,887,887,887,887,876.224951009777,12,4
15433,48,64,1-48-2019-064-07,7,2,887,887,887,887,887,887,887,887,887,887,887,42,887,887,887,887,887,999,887,887,887,887,887,887,887,887,887,887,876.224951009777,12,4
15429,52,71,1-52-2019-071-05,5,1,887,887,369,887,887,887,887,364,887,887,887,60,887,887,116,887,887,887,887,887,7,12,132,887,887,887,887,173,25.9688450283259,12,4
15429,52,71,1-52-2019-071-05,5,2,887,887,360,887,887,887,887,357,887,887,999,55,887,887,887,887,887,887,887,887,7,16,136,887,887,887,887,170,25.9688450283259,12,4
15443,66,67,1-66-2019-067-06,6,1,887,887,887,887,887,887,887,887,887,887,43,887,887,887,122,887,887,887,887,887,12,24,110,7,35,78,887,887,161.560141378123,6,4
15444,66,68,1-66-2019-068-10,10,1,887,887,887,887,887,887,887,887,887,887,40,887,887,887,133,887,887,69,887,887,887,887,105,887,35,77,887,887,2715.53108511174,6,4
15449,76,55,1-76-2019-055-07,7,1,887,887,999,887,887,887,887,887,887,887,887,887,887,887,118,887,887,887,887,215,7,16,121,887,44,76,887,887,22.1484030724278,3,4
15449,76,55,1-76-2019-055-07,7,2,887,887,887,887,887,887,887,887,887,887,29,887,887,887,120,887,887,51,887,887,12,22,107,887,36,79,887,887,22.1484030724278,3,4
15438,32,136,1-32-2019-136-03,3,1,887,887,887,887,887,887,887,887,887,887,48,56,155,156,115,887,887,55,887,887,887,887,114,887,33,79,887,887,1432.61078026923,7,4
15437,32,135,1-32-2019-135-05,5,1,887,887,887,887,887,887,887,887,887,887,40,887,887,887,131,887,887,60,887,887,887,887,106,887,36,80,887,887,136.724284705694,7,4
15437,32,135,1-32-2019-135-05,5,2,887,887,887,887,887,887,887,887,887,887,887,37,887,887,87,887,887,138,887,887,887,887,109,887,43,81,887,887,136.724284705694,7,4
15438,32,136,1-32-2019-136-03,3,2,887,887,887,887,887,887,887,278,887,112,44,56,159,158,887,887,887,887,887,887,13,24,109,887,887,887,887,887,1432.61078026923,7,4
15434,10,63,1-10-2019-063-06,6,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,93.5415096631219,4,4
15453,32,134,1-32-2019-134-07,7,1,887,887,887,887,887,887,887,887,887,887,50,60,155,156,135,887,887,887,887,193,887,887,113,887,41,83,887,887,6134.39937719369,7,4
15453,32,134,1-32-2019-134-07,7,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,115,887,887,887,887,158,887,887,114,887,38,86,887,887,6134.39937719369,7,4
15450,23,35,1-23-2019-035-02,2,1,887,887,266,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,10,22,110,887,887,887,887,887,88.9201900875574,5,4
15450,23,35,1-23-2019-035-02,2,2,887,887,887,887,887,887,887,887,887,887,999,887,887,887,102,96,50,887,887,887,887,887,887,887,887,887,887,887,88.9201900875574,5,4
15452,31,66,1-31-2019-066-07,7,1,887,887,887,887,887,887,887,887,887,887,999,887,887,887,999,887,887,887,887,887,887,887,887,9,30,85,887,887,530.549718368361,6,4
15428,52,70,1-52-2019-070-10,10,1,887,887,437,887,887,887,887,442,887,887,887,46,887,887,887,887,887,887,887,887,9,18,144,887,887,887,887,250,4899.08661120578,12,4
